Epoch,Train Loss,Validation Accuracy
1,0.68677837,0.5814144736842105
2,0.67693603,0.6476151315789473
3,0.6152109,0.6949013157894737
4,0.47052035,0.7179276315789473
5,0.556375,0.7339638157894737
6,0.48587266,0.7508223684210527
7,0.53770024,0.7763157894736842
8,0.41218573,0.765625
9,0.60750926,0.7923519736842105
10,0.28858432,0.7976973684210527
11,0.40908262,0.7767269736842105
12,0.2559973,0.8351151315789473
13,0.25865903,0.8363486842105263
14,0.34432977,0.8400493421052632
15,0.20477332,0.875
16,0.21301627,0.8634868421052632
17,0.12434255,0.8519736842105263
18,0.14476429,0.889391447368421
19,0.07512216,0.8885690789473685
20,0.15740994,0.8832236842105263
21,0.08921391,0.9000822368421053
22,0.07969313,0.8976151315789473
23,0.03609721,0.8614309210526315
24,0.02861873,0.8902138157894737
25,0.002073491,0.8848684210526315
26,0.12890148,0.8861019736842105
27,0.008059654,0.8708881578947368
28,0.024141118,0.897203947368421
29,0.027659476,0.8914473684210527
30,0.0014843974,0.8935032894736842
31,0.10247202,0.8902138157894737
