Epoch,Train Loss,Validation Accuracy
1,1.0873383,0.5264756944444444
2,0.7000624,0.5160590277777778
3,0.74141777,0.5533854166666666
4,0.6385734,0.52734375
5,0.60840374,0.6553819444444444
6,0.736685,0.6323784722222222
7,0.5883308,0.6692708333333334
8,0.6277915,0.6922743055555556
9,0.589646,0.7265625
10,0.5088099,0.7378472222222222
11,0.47771057,0.7604166666666666
12,0.51390314,0.7486979166666666
13,0.4109627,0.7582465277777778
14,0.45657352,0.7664930555555556
15,0.42057323,0.7903645833333334
16,0.52439815,0.7912326388888888
17,0.3940538,0.7977430555555556
18,0.3404422,0.80078125
19,0.32135746,0.8298611111111112
20,0.342143,0.8068576388888888
21,0.33436474,0.83203125
22,0.2885846,0.8294270833333334
23,0.29405177,0.8129340277777778
24,0.21694668,0.8472222222222222
25,0.19749078,0.83984375
26,0.1491945,0.8368055555555556
27,0.20268424,0.8524305555555556
28,0.10674201,0.8407118055555556
29,0.11446064,0.8350694444444444
30,0.09464165,0.8424479166666666
31,0.07032715,0.8624131944444444
32,0.058193505,0.8376736111111112
33,0.042146906,0.8606770833333334
34,0.063040584,0.8689236111111112
35,0.07073125,0.8611111111111112
36,0.050210353,0.8363715277777778
37,0.03217835,0.8654513888888888
38,0.03404441,0.8615451388888888
39,0.0051933816,0.8576388888888888
40,0.012992543,0.8589409722222222
41,0.04304012,0.8589409722222222
42,0.008625527,0.8532986111111112
43,0.048351914,0.8676215277777778
44,0.050346598,0.8337673611111112
45,0.00835706,0.8637152777777778
46,0.05197683,0.8580729166666666
47,0.010839515,0.8719618055555556
48,0.029106835,0.8515625
49,0.0023761087,0.875
50,0.01740614,0.8611111111111112
51,0.0057956455,0.8706597222222222
52,0.0014628723,0.8741319444444444
53,0.0038629659,0.875
54,0.0002760465,0.8823784722222222
55,5.329451e-05,0.8832465277777778
56,1.7546947e-05,0.8828125
57,3.363793e-05,0.8836805555555556
58,1.0443288e-05,0.8819444444444444
59,2.7365177e-05,0.8802083333333334
60,1.1416074e-05,0.8797743055555556
61,8.011495e-05,0.8780381944444444
62,0.0023367496,0.8875868055555556
63,0.05486793,0.8589409722222222
64,0.016352244,0.8732638888888888
65,0.00073995866,0.8723958333333334
66,0.000587313,0.8706597222222222
67,0.04326409,0.8637152777777778
68,0.0051460164,0.8702256944444444
69,0.0033690366,0.87890625
70,0.00014367231,0.8684895833333334
71,0.026835984,0.8776041666666666
72,0.013228312,0.859375
73,0.0059580924,0.8576388888888888
74,0.0067152004,0.8624131944444444
75,0.012468588,0.8715277777777778
76,0.00741425,0.87890625
77,0.010664382,0.8784722222222222
78,5.6985496e-05,0.8741319444444444
79,0.00014090989,0.8806423611111112
80,0.0012563338,0.8845486111111112
81,0.00019396811,0.8758680555555556
82,0.00017435898,0.8702256944444444
83,0.00065076014,0.8806423611111112
84,0.00080037577,0.8763020833333334
85,0.0028642935,0.8754340277777778
86,0.006747795,0.85546875
87,0.017554646,0.8815104166666666
88,0.00458157,0.8784722222222222
89,0.00017635268,0.8771701388888888
90,1.2933134e-05,0.8815104166666666
91,4.4377888e-05,0.87890625
92,2.631381e-05,0.8780381944444444
93,1.6809847e-05,0.8797743055555556
94,1.1060804e-05,0.8771701388888888
95,8.563088e-06,0.8793402777777778
96,2.6739946e-05,0.8802083333333334
97,5.362348e-05,0.8780381944444444
98,7.784147e-06,0.875
99,2.638857e-06,0.8823784722222222
100,1.724576e-05,0.8841145833333334
101,6.0508835e-05,0.8802083333333334
102,3.3200743e-06,0.8819444444444444
103,2.0070588e-06,0.8841145833333334
104,2.0202948e-05,0.8815104166666666
105,1.2892415e-05,0.8819444444444444
106,8.642689e-05,0.8797743055555556
107,4.2636157e-06,0.8806423611111112
108,7.197153e-06,0.8802083333333334
109,1.9449028e-05,0.8823784722222222
110,5.057014e-05,0.8780381944444444
111,8.9384985e-06,0.8819444444444444
112,7.330679e-06,0.8862847222222222
113,7.510075e-05,0.8832465277777778
114,1.782063e-05,0.87890625
115,1.1408964e-06,0.8819444444444444
116,4.078416e-06,0.8836805555555556
117,5.0975423e-06,0.8841145833333334
118,1.1208642e-06,0.8802083333333334
119,3.0602293e-06,0.87890625
120,5.394612e-05,0.8815104166666666
121,2.7534235e-05,0.8836805555555556
122,8.793363e-06,0.8828125
123,4.52353e-06,0.8836805555555556
124,2.5619967e-05,0.8815104166666666
125,6.6390435e-06,0.8815104166666666
126,2.861151e-06,0.8828125
127,2.2400436e-05,0.8793402777777778
128,1.4897058e-06,0.8780381944444444
129,1.0598674e-06,0.8841145833333334
130,9.822186e-06,0.8797743055555556
131,2.5731913e-06,0.8810763888888888
132,4.6563555e-06,0.8802083333333334
133,2.9594594e-06,0.8802083333333334
134,2.3853786e-06,0.8815104166666666
135,1.9539586e-06,0.87890625
136,2.0455916e-06,0.8841145833333334
137,1.0901313e-06,0.8815104166666666
138,2.2513477e-06,0.8836805555555556
139,3.8239536e-06,0.8797743055555556
140,1.7085572e-06,0.87890625
141,1.7104194e-06,0.8806423611111112
142,1.7605304e-06,0.8815104166666666
