Epoch,Train Loss,Validation Accuracy
1,1.0591123,0.51953125
2,0.67644507,0.5546875
3,0.6523836,0.6371527777777778
4,0.6312445,0.6493055555555556
5,0.7209336,0.6653645833333334
6,0.58301294,0.7139756944444444
7,0.52129704,0.7469618055555556
8,0.5648595,0.7677951388888888
9,0.47306782,0.7795138888888888
10,0.36416486,0.77734375
11,0.3813976,0.6011284722222222
12,0.5322989,0.7074652777777778
13,0.3191408,0.7630208333333334
14,0.3431285,0.8077256944444444
15,0.36905268,0.7578125
16,0.28553668,0.6436631944444444
17,0.21071017,0.7443576388888888
18,0.2514892,0.7925347222222222
19,0.2515762,0.76171875
20,0.19071971,0.8311631944444444
21,0.22125638,0.8159722222222222
22,0.14893974,0.8246527777777778
23,0.12235745,0.8172743055555556
24,0.13642387,0.80859375
25,0.06351815,0.8433159722222222
26,0.14038064,0.7686631944444444
27,0.09279226,0.8190104166666666
28,0.10685127,0.8177083333333334
29,0.074331254,0.7690972222222222
30,0.040966578,0.83984375
31,0.061051227,0.84765625
32,0.054495484,0.8185763888888888
33,0.060180508,0.8333333333333334
34,0.044769824,0.84765625
35,0.04197958,0.8407118055555556
36,0.08526972,0.8441840277777778
37,0.011070359,0.8467881944444444
38,0.009114961,0.8506944444444444
39,0.0075173755,0.8203125
40,0.006760121,0.8433159722222222
41,0.021155542,0.8650173611111112
42,0.0038071056,0.8424479166666666
43,0.031805515,0.7964409722222222
44,0.017707892,0.828125
45,0.017753923,0.84375
46,0.01269361,0.8337673611111112
47,0.009047321,0.85546875
48,0.0073714596,0.8546006944444444
49,0.0029258963,0.8480902777777778
50,0.0019214231,0.8546006944444444
51,0.001826876,0.8546006944444444
52,0.00075078703,0.8572048611111112
53,0.00038618513,0.8602430555555556
54,0.0009273772,0.8615451388888888
55,0.00012727556,0.8532986111111112
56,0.00015418515,0.8580729166666666
57,4.689671e-05,0.8602430555555556
58,0.00011895293,0.8611111111111112
59,3.0068652e-05,0.859375
60,9.4060095e-05,0.8619791666666666
61,3.0960393e-05,0.8611111111111112
62,0.0011730773,0.8650173611111112
63,6.0840546e-05,0.8589409722222222
64,0.0010173349,0.8606770833333334
65,6.946225e-05,0.859375
66,1.5277516e-05,0.8585069444444444
67,3.3942313e-05,0.8580729166666666
68,7.49695e-05,0.8611111111111112
69,3.9164555e-05,0.8645833333333334
70,8.623e-05,0.8611111111111112
71,2.976904e-05,0.8598090277777778
72,7.747335e-05,0.8563368055555556
73,8.316221e-06,0.8606770833333334
74,9.071244e-05,0.8528645833333334
75,0.00029398708,0.8585069444444444
76,8.835507e-05,0.8611111111111112
77,2.2718157e-05,0.859375
78,0.0001314993,0.8615451388888888
79,2.023412e-05,0.8624131944444444
80,8.724228e-06,0.8641493055555556
81,9.519638e-06,0.8611111111111112
82,3.4904624e-05,0.8589409722222222
83,1.105397e-05,0.8602430555555556
84,5.3765976e-05,0.8567708333333334
85,3.0314937e-05,0.8585069444444444
86,1.103355e-05,0.8602430555555556
87,8.061737e-05,0.859375
88,3.2261938e-05,0.8637152777777778
89,1.4790728e-05,0.8628472222222222
90,5.9027047e-05,0.8641493055555556
91,9.731865e-06,0.8585069444444444
92,7.639276e-06,0.8645833333333334
93,1.4705506e-05,0.8641493055555556
94,7.209052e-06,0.8598090277777778
95,3.557546e-06,0.8637152777777778
96,8.488609e-06,0.8645833333333334
97,9.0962185e-06,0.8611111111111112
98,3.256027e-06,0.8572048611111112
99,1.3934727e-05,0.8676215277777778
100,2.09849e-05,0.8559027777777778
101,1.942483e-05,0.8637152777777778
102,6.44159e-06,0.8637152777777778
103,1.3745725e-05,0.8589409722222222
104,1.8011435e-05,0.8589409722222222
105,3.721245e-06,0.8658854166666666
106,1.1436379e-05,0.8611111111111112
107,1.6399505e-05,0.8598090277777778
108,9.138655e-05,0.8572048611111112
109,4.311117e-06,0.8606770833333334
110,1.0649792e-06,0.8598090277777778
111,1.8173307e-05,0.8611111111111112
112,6.426063e-06,0.8628472222222222
113,2.215943e-05,0.8585069444444444
114,2.870421e-06,0.8576388888888888
115,0.004535921,0.8576388888888888
116,6.934739e-06,0.8585069444444444
117,7.0596934e-06,0.8619791666666666
118,2.1970438e-05,0.8576388888888888
119,1.6845852e-05,0.8602430555555556
120,1.870129e-06,0.8580729166666666
121,9.461391e-06,0.8576388888888888
122,1.5781558e-06,0.8611111111111112
123,5.204223e-06,0.8602430555555556
124,7.587498e-05,0.8572048611111112
125,2.374303e-06,0.8667534722222222
126,1.2387927e-05,0.8624131944444444
127,6.9272983e-06,0.8619791666666666
128,6.9136786e-06,0.859375
129,6.6402895e-06,0.8628472222222222
130,6.7817644e-05,0.8589409722222222
131,8.160647e-06,0.86328125
132,0.00021023491,0.8606770833333334
133,2.5317006e-06,0.8511284722222222
134,0.0007339834,0.8624131944444444
135,9.321148e-06,0.8524305555555556
136,0.0017919573,0.8524305555555556
137,2.3278373e-05,0.8572048611111112
138,3.1701202e-06,0.8589409722222222
139,4.180161e-06,0.8576388888888888
140,3.889457e-06,0.8628472222222222
141,2.6371247e-06,0.8611111111111112
142,6.0126363e-06,0.8637152777777778
143,1.7443987e-06,0.8615451388888888
144,1.2070816e-05,0.8567708333333334
145,2.7921674e-06,0.8598090277777778
146,1.1777651e-05,0.8615451388888888
147,1.0870436e-05,0.8628472222222222
148,1.3956849e-05,0.8576388888888888
149,8.289492e-06,0.8615451388888888
150,2.8261602e-06,0.8624131944444444
151,3.3232748e-06,0.86328125
152,2.0249705e-05,0.8615451388888888
153,5.212545e-06,0.8598090277777778
154,2.4743988e-06,0.8585069444444444
155,3.293711e-06,0.8580729166666666
156,0.003013994,0.859375
157,9.91724e-06,0.8585069444444444
158,1.6182621e-05,0.8585069444444444
159,1.052528e-05,0.8563368055555556
160,6.321172e-06,0.8567708333333334
161,4.737266e-06,0.8546006944444444
162,2.7702923e-05,0.8576388888888888
163,3.499926e-05,0.8615451388888888
164,6.324054e-06,0.8658854166666666
165,0.0038694208,0.8619791666666666
166,3.6840966e-06,0.8519965277777778
167,9.593765e-06,0.859375
168,4.7093537e-05,0.8572048611111112
169,4.028128e-06,0.8585069444444444
170,1.0450861e-05,0.8589409722222222
171,3.6278948e-06,0.8585069444444444
172,3.1073243e-06,0.8576388888888888
173,1.4472885e-05,0.8580729166666666
174,2.6664658e-05,0.86328125
175,1.3760542e-06,0.8580729166666666
176,3.07439e-06,0.8580729166666666
177,1.1739554e-06,0.8537326388888888
178,1.3158348e-05,0.8550347222222222
179,1.6265785e-06,0.8598090277777778
180,8.31481e-06,0.8580729166666666
181,3.2344145e-05,0.8585069444444444
182,6.954596e-06,0.859375
183,4.3765235e-06,0.8598090277777778
184,6.387951e-06,0.8550347222222222
185,7.730279e-06,0.8628472222222222
186,1.2578929e-05,0.8541666666666666
187,5.8016576e-06,0.8589409722222222
188,0.003005435,0.8576388888888888
189,3.356146e-06,0.8611111111111112
190,2.1551657e-06,0.8589409722222222
191,2.8542477e-06,0.8606770833333334
192,5.213969e-06,0.8598090277777778
193,2.5566776e-05,0.8628472222222222
194,1.6614977e-06,0.8541666666666666
195,1.9483481e-05,0.8567708333333334
196,7.020093e-06,0.8611111111111112
197,6.9208277e-06,0.8602430555555556
198,5.6698245e-06,0.8580729166666666
199,1.6606462e-05,0.8615451388888888
200,2.4551255e-05,0.8650173611111112
